,species,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,eventDate,year,basisOfRecord,license,issue
116,Rubus ursinus,43.952961,-124.108701,10,2025-07-08T17:52:06,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
117,Xerophyllum tenax,45.747892,-122.238979,182,2025-06-12T12:57,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
118,Quercus garryana,45.401336,-123.284699,4,2025-05-26T09:48:24,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
119,Rubus ursinus,45.497319,-122.292249,7,2025-10-21T12:52:26,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
120,Rubus ursinus,45.541083,-122.40092,5,2025-12-10T14:27:11,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
121,Rubus ursinus,44.553702,-123.277959,14,2025-05-27T16:59:48,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
122,Quercus garryana,45.543603,-122.84735,4,2025-11-09T14:24:28,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
123,Rubus ursinus,45.60882,-122.00279,3,2025-06-22T09:32,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
124,Rubus ursinus,44.610734,-123.278511,11,2024-04-10T14:57:37,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
125,Rubus ursinus,43.158977,-124.388795,5,2025-06-05T09:44:09,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
126,Rubus ursinus,46.089348,-122.987915,14,2025-09-08T14:22:24,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
127,Rubus ursinus,45.302126,-121.752823,864,2025-07-10T11:51:16,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
128,Rubus ursinus,45.520412,-122.704772,13,2025-06-24T16:04:43,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
129,Thuja plicata,45.735597,-122.628394,346,2025-02-20T08:20:09,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
130,Rubus ursinus,43.833666,-124.158152,14,2025-08-01T11:33:43,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
131,Rubus ursinus,45.493308,-122.76716,30,2025-06-24T14:03:24,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
132,Quercus garryana,45.710963,-121.390188,4,2025-01-23T16:05:08,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
133,Rubus ursinus,45.523314,-122.700695,14,2025-07-10T16:15:14,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
134,Rubus ursinus,44.636757,-123.296669,4,2025-05-27T16:03:50,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
135,Rubus ursinus,43.68733,-122.43581,10,6/15/2022,2022,PRESERVED_SPECIMEN,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
136,Pinus ponderosa,43.86328,-119.50906,100,6/17/2022,2022,PRESERVED_SPECIMEN,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
137,Thuja plicata,43.654778,-123.47892,NA,3/14/2016,2016,PRESERVED_SPECIMEN,CC0_1_0,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
138,Rubus ursinus,43.45238,-122.36514,50,6/26/2021,2021,PRESERVED_SPECIMEN,CC0_1_0,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
139,Thuja plicata,45.382583,-122.03747,NA,3/23/2016,2016,PRESERVED_SPECIMEN,CC0_1_0,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
140,Thuja plicata,45.321694,-121.90578,NA,3/23/2016,2016,PRESERVED_SPECIMEN,CC0_1_0,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
141,Thuja plicata,44.243583,-123.92669,NA,3/14/2016,2016,PRESERVED_SPECIMEN,CC0_1_0,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
142,Thuja plicata,44.054833,-124.10819,NA,3/17/2016,2016,PRESERVED_SPECIMEN,CC0_1_0,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
143,Thuja plicata,42.352694,-124.35619,NA,3/19/2016,2016,PRESERVED_SPECIMEN,CC0_1_0,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
144,Xerophyllum tenax,43.57491,-122.19464,200,6/27/2021,2021,PRESERVED_SPECIMEN,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
145,Quercus garryana,46.077,-122.862,NA,7/19/2025,2025,PRESERVED_SPECIMEN,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
146,Quercus garryana,46.046,-122.849,NA,7/19/2025,2025,PRESERVED_SPECIMEN,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
147,Rubus ursinus,42.403977,-123.007297,NA,5/29/2025,2025,PRESERVED_SPECIMEN,CC0_1_0,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
148,Quercus garryana,45.551081,-122.565392,24,9/28/2020,2020,PRESERVED_SPECIMEN,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
149,Salix scouleriana,45.437244,-123.080391,88,4/30/2020,2020,PRESERVED_SPECIMEN,CC0_1_0,CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
150,Populus trichocarpa,43.0578,-116.64,NA,4/27/2022,2022,PRESERVED_SPECIMEN,CC0_1_0,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
151,Quercus garryana,44.566783,-123.298912,4,2024-01-11T14:01:05,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
152,Salix scouleriana,42.106817,-122.867645,17,2025-07-30T13:36:47,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
153,Rubus ursinus,44.646116,-123.283371,NA,2025-12-14T09:51,2025,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
154,Quercus garryana,45.700359,-121.716373,13,2024-09-21T14:42:53,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
155,Quercus garryana,44.930973,-123.034619,5,2016-09-24T12:11:27,2016,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
156,Rubus ursinus,45.864662,-122.866812,27095,2024-05-16T18:47,2024,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
157,Quercus garryana,44.776372,-123.085798,22,2025-10-11T12:16:30,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
158,Thuja plicata,45.424938,-122.7408,11,2025-01-11T10:19:30,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
159,Quercus garryana,45.629203,-122.437455,75,2025-04-27T11:45:13,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
160,Rubus ursinus,43.98227,-123.198972,NA,2020-05-17T15:24:32,2020,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
161,Thuja plicata,45.24778,-122.523012,33,2025-12-28T13:20:33,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
162,Rubus ursinus,44.647889,-123.286004,NA,2025-12-14T09:39,2025,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
163,Rubus ursinus,46.154113,-123.86402,76,2018-05-09T17:26:28,2018,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
164,Quercus garryana,45.556787,-122.45717,3,2025-10-01T16:11:40,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
165,Rubus ursinus,44.006703,-122.977163,4,2024-03-15T16:06:33,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
166,Rubus ursinus,46.320442,-124.060944,5,2024-07-18T14:27:01,2024,HUMAN_OBSERVATION,CC0_1_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
167,Rubus ursinus,44.552556,-123.27058,91,2017-05-28T18:50:42,2017,HUMAN_OBSERVATION,CC0_1_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
168,Thuja plicata,44.403621,-122.479926,NA,2025-10-13T14:42,2025,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
169,Thuja plicata,44.101049,-123.091731,11,2025-05-25T15:21:12,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
170,Thuja plicata,43.309604,-122.344426,7,2025-04-27T10:35:40,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
171,Quercus garryana,45.831202,-122.749952,NA,2025-11-14T13:55,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
172,Populus trichocarpa,43.691648,-122.043755,3,2024-07-03T16:23:16,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
173,Rubus ursinus,44.348247,-121.995972,4,2023-07-05T13:16:23,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
174,Salix scouleriana,45.480068,-122.513725,14,2024-02-24T14:58:02,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
175,Thuja plicata,45.566395,-122.758557,NA,2025-11-14T10:54,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
176,Populus trichocarpa,45.469696,-122.49702,7,2025-04-30T13:20:05,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
177,Rubus ursinus,45.494695,-122.949846,120,2025-04-22T17:01:59,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
178,Rubus ursinus,45.530907,-122.719915,183,2025-04-30T18:10:24,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
179,Quercus garryana,45.490514,-122.497063,15,2025-10-23T10:10:03,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
180,Rubus ursinus,45.452365,-122.919802,27158,2025-04-29T16:48:43,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
181,Quercus garryana,45.498518,-122.845193,15,2025-04-07T16:54,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
182,Salix scouleriana,45.316964,-122.861783,3,2025-04-29T09:45:11,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
183,Salix scouleriana,45.537202,-122.650068,NA,2025-04-28T11:06:43,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
184,Xerophyllum tenax,45.618758,-121.759375,4,2025-07-13T13:12:15,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
185,Populus trichocarpa,45.077179,-123.051257,11,2021-04-10T11:31,2021,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
186,Populus trichocarpa,45.444663,-122.772457,6,2025-04-30T17:27:35,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
187,Rubus ursinus,45.45167,-122.669814,2000,2025-04-24T15:34:30,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
188,Quercus garryana,45.863899,-122.725602,27,2025-04-29T17:01:26,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
189,Rubus ursinus,44.126053,-121.918512,5,2022-07-25T15:15:55,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
190,Populus trichocarpa,45.49382,-122.6689,5,2025-04-30T19:31:16,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
191,Rubus ursinus,45.505143,-122.984487,92,2025-04-26T05:57,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
192,Quercus garryana,45.488911,-122.532978,3,2025-04-30T14:37:14,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
193,Thuja plicata,42.685826,-124.438641,122,2016-06-05T17:48,2016,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
194,Populus trichocarpa,45.473162,-122.498072,16,2025-04-29T13:19:14,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
195,Thuja plicata,45.276357,-121.939233,NA,2025-11-13T15:30:59,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
196,Rubus ursinus,45.44544,-122.87484,NA,2020-05-07T16:11,2020,HUMAN_OBSERVATION,CC_BY_NC_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
197,Rubus ursinus,45.29625,-122.349403,5,2025-05-25T09:17,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
198,Pinus ponderosa,45.278977,-117.715902,5,2025-08-30T09:42:29,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
199,Xerophyllum tenax,44.164503,-121.928219,NA,2020-06-20T14:00:27,2020,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
200,Pinus ponderosa,44.319525,-118.675003,7,2025-09-01T09:44:07,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
201,Rubus ursinus,45.50202,-122.85077,3,2025-12-19T09:45:33,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
202,Rubus ursinus,45.171393,-123.183467,7,2022-05-21T14:38:48,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
203,Rubus ursinus,45.569222,-122.863197,9,2024-12-11T13:08:32,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
204,Rubus ursinus,42.904625,-123.553371,10,2023-10-02T11:19:37,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
205,Xerophyllum tenax,42.244878,-123.718605,15,2022-01-15T14:37:12,2022,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
206,Quercus garryana,45.543992,-122.576788,3,2024-08-08T09:11:13,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
207,Quercus garryana,45.567745,-122.646172,32,2025-07-25T08:50:24,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
208,Pinus ponderosa,45.280549,-117.736676,9,2025-08-30T11:52:38,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
209,Pinus ponderosa,45.281828,-117.706118,15,2025-08-30T09:45:52,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
210,Pinus ponderosa,44.358257,-118.649897,3,2025-09-01T08:45:16,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
211,Pinus ponderosa,45.279575,-117.721295,4,2025-08-30T11:45:40,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
212,Pinus ponderosa,45.599103,-118.497284,4,2025-12-23T09:30:50,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
213,Quercus garryana,45.558853,-122.672478,3,2025-08-30T17:03:47,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
214,Pinus ponderosa,44.36967,-118.657899,3,2025-09-01T08:32:59,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
215,Xerophyllum tenax,43.643356,-122.050742,1989,2023-07-11T11:24:12,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
216,Pinus ponderosa,45.280486,-117.718016,5,2025-08-30T11:42:46,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
217,Quercus garryana,45.56632,-122.643662,6,2025-07-27T09:03:26,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
218,Rubus ursinus,46.134186,-123.87986,55,2023-08-02T11:30:13,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
219,Rubus ursinus,45.602552,-121.656622,3,2022-06-03T13:54:39,2022,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
220,Pinus ponderosa,44.05747,-123.091842,6,2025-11-03T09:40:55,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
221,Pinus ponderosa,45.14907,-117.565157,9,2025-08-15T07:30:56,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
222,Thuja plicata,45.50283,-122.842462,5,2023-10-08T14:24:05,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
223,Quercus garryana,45.813133,-121.078928,NA,2025-10-18T14:45,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
224,Rubus ursinus,45.404473,-122.278302,5,2023-06-14T12:14:06,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
225,Rubus ursinus,43.600082,-124.179742,180,2021-04-14T18:23:40,2021,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
226,Rubus ursinus,45.527943,-122.730751,NA,2019-07-07T10:23:41,2019,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
227,Pinus ponderosa,45.518496,-122.394407,NA,2025-11-21T09:54:22,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
228,Rubus ursinus,43.828436,-123.341062,2,2025-05-25T15:30:57,2025,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
